OTU	domain	phylum	class	order	family	genus	species	SRR22993528	SRR22993529	SRR22993530	SRR22993531	SRR22993532	SRR22993533	SRR22993534	SRR22993535	SRR22993536	SRR22993537	SRR22993538	SRR22993539	SRR22993540	SRR22993541	SRR22993542	SRR22993543	SRR22993544	SRR22993545	SRR22993546	SRR22993547	SRR22993548	SRR22993549	SRR22993550	SRR22993551
133	ASV133	Bacteria	Firmicutes	Clostridia	Oscillospirales	Oscillospiraceae	NA	NA	0	0	75	70	40	42	0	47	24	0	0	63	87	0	34	30	88	0	72	64	17	45	67	62
134	ASV134	Bacteria	Actinobacteriota	Actinobacteria	Micrococcales	Micrococcaceae	NA	NA	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	919	0	0	0
135	ASV135	Bacteria	Firmicutes	Bacilli	Bacillales	Planococcaceae	Caryophanon	NA	0	52	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	129	126	0	333	266	0	0
136	ASV136	Bacteria	Firmicutes	Clostridia	Christensenellales	Christensenellaceae	Christensenellaceae R-7 group	NA	0	0	0	0	0	0	0	0	0	0	0	0	0	0	614	233	0	0	0	54	0	0	0	0
137	ASV137	Bacteria	Firmicutes	Bacilli	Bacillales	Planococcaceae	Kurthia	NA	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	897	0	0	0	0	0	0	0	0
138	ASV138	Bacteria	Firmicutes	Clostridia	Oscillospirales	Oscillospiraceae	UCG-005	NA	0	0	90	77	73	61	31	52	27	37	121	70	0	32	51	44	0	0	0	72	0	0	44	0
139	ASV139	Bacteria	Bacteroidota	Bacteroidia	Bacteroidales	NA	NA	NA	0	0	114	128	32	37	56	53	21	75	40	47	0	23	23	0	14	0	0	186	0	0	27	0
140	ASV140	Bacteria	Firmicutes	Clostridia	Clostridia UCG-014	NA	NA	NA	0	0	40	0	55	47	48	25	42	101	53	108	118	0	0	0	97	0	39	0	23	35	27	0
141	ASV141	Bacteria	Bacteroidota	Bacteroidia	Bacteroidales	Prevotellaceae	Prevotellaceae UCG-004	NA	0	0	44	100	109	103	134	12	38	20	132	79	0	35	22	0	0	0	0	18	0	0	11	0
142	ASV142	Bacteria	Firmicutes	Clostridia	Monoglobales	Monoglobaceae	Monoglobus	NA	0	0	0	0	39	35	0	0	0	0	0	0	391	0	0	0	352	0	0	0	0	0	32	0
143	ASV143	Bacteria	Bacteroidota	Bacteroidia	Flavobacteriales	Weeksellaceae	Chryseobacterium	NA	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	792	26	0	21	0	0	0
144	ASV144	Bacteria	Firmicutes	Bacilli	Lactobacillales	Carnobacteriaceae	Carnobacterium	NA	0	0	0	0	0	0	0	0	0	0	0	0	0	836	0	0	0	0	0	0	0	0	0	0
145	ASV145	Bacteria	Firmicutes	Clostridia	Clostridia UCG-014	NA	NA	NA	0	0	23	33	97	33	22	0	32	63	8	71	24	0	0	0	33	0	17	54	17	22	0	283
146	ASV146	Bacteria	Firmicutes	Clostridia	Lachnospirales	Lachnospiraceae	NA	NA	0	0	28	43	33	34	0	35	30	18	24	39	228	0	50	39	119	0	10	60	0	0	41	0
147	ASV147	Bacteria	Firmicutes	Bacilli	Erysipelotrichales	Erysipelotrichaceae	Turicibacter	NA	0	38	13	44	186	48	0	79	71	75	24	16	60	10	22	16	21	0	11	6	45	0	44	0
148	ASV148	NA	NA	NA	NA	NA	NA	NA	0	0	56	64	120	0	0	0	0	140	31	0	53	27	0	18	87	0	0	0	5	9	219	0
149	ASV149	Bacteria	Firmicutes	Bacilli	Bacillales	Planococcaceae	Caryophanon	NA	0	0	0	0	0	0	0	0	0	0	0	0	0	58	14	755	0	0	0	0	0	0	0	0
150	ASV150	Bacteria	Bacteroidota	Bacteroidia	Flavobacteriales	Weeksellaceae	Chryseobacterium	NA	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	803	24	0	0	0	0	0
151	ASV151	Bacteria	Bacteroidota	Bacteroidia	Bacteroidales	Prevotellaceae	Prevotellaceae UCG-003	NA	0	0	80	184	0	162	0	59	27	29	51	0	80	0	0	8	69	0	0	0	65	0	12	0
152	ASV152	Bacteria	Firmicutes	Clostridia	Christensenellales	Christensenellaceae	Christensenellaceae R-7 group	NA	0	87	82	66	85	77	0	0	40	0	0	96	28	0	105	28	0	0	0	64	0	0	66	0
153	ASV153	Bacteria	Bacteroidota	Bacteroidia	Bacteroidales	NA	NA	NA	0	0	11	5	19	0	54	9	62	95	0	16	0	0	95	28	0	0	0	418	0	0	10	0
154	ASV154	Bacteria	Firmicutes	Clostridia	NA	NA	NA	NA	0	0	40	32	65	39	0	0	29	41	0	54	90	0	165	99	68	0	0	30	0	0	50	16
155	ASV155	Bacteria	Actinobacteriota	Actinobacteria	Micrococcales	Microbacteriaceae	NA	NA	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	34	254	0	287	237	0	0
156	ASV156	Bacteria	Firmicutes	Clostridia	Oscillospirales	UCG-011	NA	NA	45	0	0	43	47	42	0	0	0	0	0	0	159	0	64	58	116	0	0	44	0	0	99	87
157	ASV157	Bacteria	Actinobacteriota	Coriobacteriia	Coriobacteriales	NA	NA	NA	0	0	0	0	0	0	0	0	11	9	0	0	469	0	8	0	304	0	0	0	0	0	0	0
158	ASV158	Bacteria	Firmicutes	Clostridia	NA	NA	NA	NA	0	0	47	58	39	40	99	12	87	59	36	54	66	0	67	33	63	0	16	0	0	0	23	0
159	ASV159	Bacteria	Firmicutes	Clostridia	Monoglobales	Monoglobaceae	Monoglobus	NA	0	0	53	53	83	45	0	27	112	103	137	39	19	0	10	13	22	0	0	48	0	0	28	0
160	ASV160	Bacteria	Firmicutes	Clostridia	Peptostreptococcales-Tissierellales	Anaerovoracaceae	[Eubacterium] brachy group	NA	0	0	0	0	0	32	0	0	107	124	61	41	106	55	0	0	140	0	0	0	0	0	122	0
161	ASV161	Bacteria	Firmicutes	Clostridia	Oscillospirales	Oscillospiraceae	UCG-005	NA	0	0	37	44	26	88	0	92	0	0	0	44	152	0	29	16	204	0	0	27	0	0	23	0
162	ASV162	Bacteria	Firmicutes	Clostridia	NA	NA	NA	NA	0	0	0	0	0	0	0	0	0	0	0	0	0	0	410	365	0	0	0	0	0	0	0	0
163	ASV163	Bacteria	Actinobacteriota	Actinobacteria	Micrococcales	Micrococcaceae	Arthrobacter	NA	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	771	0	0	0
164	ASV164	Bacteria	Firmicutes	Clostridia	Oscillospirales	Oscillospiraceae	NK4A214 group	NA	0	0	54	67	37	52	63	0	34	39	41	19	110	29	0	0	129	0	0	93	0	0	0	0
165	ASV165	Bacteria	Firmicutes	Clostridia	Oscillospirales	[Eubacterium] coprostanoligenes group	NA	NA	0	0	55	136	0	25	96	0	0	0	68	52	0	0	0	0	64	0	0	134	0	10	81	32
166	ASV166	Bacteria	Firmicutes	Clostridia	Monoglobales	Monoglobaceae	Monoglobus	NA	0	0	0	37	57	0	0	0	63	45	39	62	159	27	45	0	120	0	0	0	0	43	56	0
167	ASV167	Bacteria	Firmicutes	Clostridia	Oscillospirales	UCG-010	NA	NA	0	0	75	115	78	96	0	0	20	41	31	78	6	23	14	8	0	0	0	113	0	0	30	23
168	ASV168	Bacteria	Patescibacteria	Saccharimonadia	Saccharimonadales	Saccharimonadaceae	Candidatus Saccharimonas	NA	0	0	117	177	30	38	0	0	49	65	0	25	61	0	0	0	35	0	18	56	0	0	67	0
169	ASV169	Bacteria	Firmicutes	Clostridia	Lachnospirales	Lachnospiraceae	NA	NA	0	0	42	48	62	98	60	0	0	27	182	0	0	139	0	0	0	0	0	73	0	0	0	0
170	ASV170	Bacteria	Actinobacteriota	Actinobacteria	Micrococcales	Microbacteriaceae	NA	NA	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	731	0	0	0	0	0	0
171	ASV171	Bacteria	Firmicutes	Clostridia	Peptostreptococcales-Tissierellales	Anaerovoracaceae	Family XIII AD3011 group	NA	0	11	0	0	0	0	0	0	164	0	0	97	0	0	454	0	0	0	0	0	0	0	0	0
172	ASV172	Bacteria	Firmicutes	Clostridia	Lachnospirales	Lachnospiraceae	NA	NA	0	0	58	80	34	26	48	38	33	34	10	0	27	0	79	122	47	0	17	69	0	0	0	0
173	ASV173	Bacteria	Firmicutes	Clostridia	NA	NA	NA	NA	0	0	0	0	0	0	0	0	247	377	49	0	0	0	48	0	0	0	0	0	0	0	0	0
174	ASV174	Bacteria	Firmicutes	Clostridia	NA	NA	NA	NA	0	0	76	77	81	57	39	0	38	31	48	0	37	25	0	0	66	0	0	71	0	12	33	21
175	ASV175	Bacteria	Firmicutes	Clostridia	Oscillospirales	Butyricicoccaceae	UCG-009	NA	0	0	65	50	96	39	52	0	55	47	117	0	0	0	0	0	32	0	0	42	0	11	63	41
176	ASV176	Bacteria	Verrucomicrobiota	Verrucomicrobiae	Verrucomicrobiales	Akkermansiaceae	Akkermansia	NA	0	0	19	40	0	620	0	0	0	0	0	29	0	0	0	0	0	0	0	0	0	0	0	0
177	ASV177	Bacteria	Bacteroidota	Bacteroidia	Bacteroidales	Rikenellaceae	Alistipes	NA	0	0	134	90	0	65	0	18	26	57	20	62	0	13	67	14	10	0	8	0	0	0	123	0
178	ASV178	Bacteria	Actinobacteriota	Coriobacteriia	Coriobacteriales	Eggerthellaceae	NA	NA	0	0	37	59	81	133	0	0	0	23	0	0	47	0	0	0	37	0	0	34	91	65	98	0
179	ASV179	Bacteria	Firmicutes	Clostridia	Lachnospirales	Lachnospiraceae	NA	NA	0	0	0	0	0	0	0	0	0	0	0	0	0	0	208	145	0	0	0	0	0	0	0	348
180	ASV180	Bacteria	Firmicutes	Clostridia	Oscillospirales	Oscillospiraceae	NA	NA	0	0	0	0	74	24	31	0	71	80	82	0	52	18	101	60	63	0	0	43	0	0	0	0
181	ASV181	Bacteria	Bacteroidota	Bacteroidia	Sphingobacteriales	Sphingobacteriaceae	Pedobacter	NA	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	667	31	0	0	0	0	0
182	ASV182	Bacteria	Actinobacteriota	Actinobacteria	Micrococcales	Micrococcaceae	Arthrobacter	NA	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	697	0	0
183	ASV183	Bacteria	Firmicutes	Clostridia	NA	NA	NA	NA	0	0	13	0	0	0	55	0	95	160	0	0	0	0	118	127	9	0	0	58	0	0	59	0
184	ASV184	Bacteria	Firmicutes	Clostridia	NA	NA	NA	NA	0	0	60	61	57	96	0	0	0	0	70	42	0	68	101	41	0	0	19	0	18	29	0	29
185	ASV185	Bacteria	Bacteroidota	Bacteroidia	Bacteroidales	Rikenellaceae	dgA-11 gut group	NA	0	0	51	67	0	45	0	61	31	82	72	107	26	72	0	0	29	7	6	0	0	0	33	0
186	ASV186	Bacteria	Firmicutes	Clostridia	NA	NA	NA	NA	0	0	17	0	31	61	0	0	26	49	90	17	67	64	70	74	52	0	0	65	0	0	0	0
187	ASV187	Bacteria	Firmicutes	Clostridia	Lachnospirales	Lachnospiraceae	NA	NA	0	0	31	69	16	43	41	30	0	0	0	86	0	0	35	0	0	0	32	59	16	0	160	61
188	ASV188	Bacteria	Firmicutes	Clostridia	Christensenellales	Christensenellaceae	Christensenellaceae R-7 group	NA	0	23	0	49	118	41	0	42	0	0	24	65	17	0	37	53	0	0	23	0	0	26	154	0
189	ASV189	Bacteria	Firmicutes	Clostridia	Christensenellales	Christensenellaceae	Christensenellaceae R-7 group	NA	0	0	53	67	44	28	0	37	0	78	0	51	116	0	0	0	70	0	0	0	0	0	127	0
190	ASV190	Bacteria	Patescibacteria	Saccharimonadia	Saccharimonadales	Saccharimonadaceae	Candidatus Saccharimonas	NA	0	0	0	0	14	46	0	1	0	23	171	22	60	87	33	20	97	0	0	0	51	21	21	0
191	ASV191	Bacteria	Firmicutes	Clostridia	Oscillospirales	Oscillospiraceae	UCG-005	NA	0	13	0	29	0	35	34	143	38	46	67	39	43	0	0	0	33	0	0	109	0	0	36	0
192	ASV192	Bacteria	Firmicutes	Clostridia	Oscillospirales	Oscillospiraceae	UCG-005	NA	0	0	0	0	0	0	465	0	0	0	0	0	0	108	0	0	0	92	0	0	0	0	0	0
193	ASV193	Bacteria	Firmicutes	Clostridia	NA	NA	NA	NA	0	0	23	34	33	50	57	14	11	24	90	27	18	0	14	0	37	0	0	44	0	0	15	173
194	ASV194	Bacteria	Firmicutes	Clostridia	Oscillospirales	NA	NA	NA	0	0	39	38	33	82	0	38	0	0	61	33	73	47	45	34	63	0	0	47	0	0	29	0
195	ASV195	Bacteria	Firmicutes	Clostridia	Clostridia UCG-014	NA	NA	NA	0	0	0	0	71	0	0	0	0	0	58	77	0	0	85	33	0	0	40	112	41	0	0	145
196	ASV196	Bacteria	Firmicutes	Clostridia	Oscillospirales	Oscillospiraceae	UCG-005	NA	0	0	47	30	31	46	45	33	30	23	0	27	49	22	40	41	47	0	14	26	0	14	23	72
197	ASV197	Bacteria	Firmicutes	Clostridia	NA	NA	NA	NA	0	0	45	35	50	20	0	25	9	0	24	35	119	0	24	28	162	0	0	23	0	0	0	57
198	ASV198	Bacteria	Firmicutes	Clostridia	Peptostreptococcales-Tissierellales	Anaerovoracaceae	[Eubacterium] nodatum group	NA	0	0	0	0	53	0	191	31	0	53	0	0	0	0	0	63	0	0	0	135	0	0	62	64
199	ASV199	Bacteria	Firmicutes	Clostridia	Lachnospirales	Lachnospiraceae	Lachnospiraceae NK3A20 group	NA	0	18	0	0	0	0	0	0	0	0	31	0	381	0	0	0	218	0	0	0	0	0	0	0
200	ASV200	Bacteria	Firmicutes	Clostridia	NA	NA	NA	NA	0	0	289	147	0	123	0	0	0	0	0	87	0	0	0	0	0	0	0	0	0	0	0	0
201	ASV201	Bacteria	Firmicutes	Clostridia	NA	NA	NA	NA	0	0	0	0	38	0	0	26	74	171	65	34	0	32	46	39	0	0	0	0	0	0	29	85
202	ASV202	Bacteria	Firmicutes	Bacilli	RF39	NA	NA	NA	0	0	0	0	0	0	0	0	0	0	31	0	332	28	0	54	172	0	0	19	0	0	0	0
203	ASV203	Bacteria	Bacteroidota	Bacteroidia	Bacteroidales	NA	NA	NA	0	0	312	150	70	20	0	0	0	22	0	55	0	0	0	0	0	0	0	0	0	0	2	0
204	ASV204	Bacteria	Firmicutes	Clostridia	Lachnospirales	Lachnospiraceae	NA	NA	0	0	0	46	73	142	0	84	46	0	44	0	31	0	0	0	43	0	25	37	0	0	59	0
205	ASV205	Bacteria	Proteobacteria	Gammaproteobacteria	Burkholderiales	Comamonadaceae	NA	NA	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	630	0	0	0	0	0	0
206	ASV206	Bacteria	Firmicutes	Clostridia	Clostridia UCG-014	NA	NA	NA	0	0	108	71	50	73	27	0	20	0	92	40	0	0	0	0	0	0	8	56	0	0	48	34
207	ASV207	Bacteria	Firmicutes	Clostridia	NA	NA	NA	NA	625	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
208	ASV208	Bacteria	Firmicutes	Clostridia	Oscillospirales	[Eubacterium] coprostanoligenes group	NA	NA	0	0	0	38	23	127	0	22	29	20	63	51	66	38	0	0	60	0	0	38	20	0	29	0
209	ASV209	Bacteria	Firmicutes	Clostridia	Oscillospirales	Oscillospiraceae	UCG-005	NA	0	0	56	45	0	45	0	0	0	0	40	0	158	0	69	46	156	0	0	0	0	0	0	0
210	ASV210	Bacteria	Firmicutes	Clostridia	Clostridia UCG-014	NA	NA	NA	0	16	34	72	29	0	0	27	0	0	60	0	100	0	0	0	99	0	0	0	0	0	99	76
211	ASV211	Bacteria	Firmicutes	Clostridia	Monoglobales	Monoglobaceae	Monoglobus	NA	0	0	0	0	0	0	0	0	0	0	0	21	183	0	70	76	183	0	0	79	0	0	0	0
212	ASV212	Bacteria	Firmicutes	Clostridia	Oscillospirales	[Eubacterium] coprostanoligenes group	NA	NA	0	0	29	64	243	67	0	60	0	29	0	0	0	0	0	0	0	0	0	54	0	17	46	0
213	ASV213	Bacteria	Firmicutes	Clostridia	Christensenellales	Christensenellaceae	Christensenellaceae R-7 group	NA	0	0	47	61	0	92	0	0	32	63	46	46	37	0	28	0	0	0	0	0	17	0	135	0
214	ASV214	Bacteria	Firmicutes	Clostridia	Lachnospirales	Lachnospiraceae	Lachnospiraceae NK3A20 group	NA	0	0	22	40	46	32	38	15	49	49	0	70	39	0	14	10	37	0	0	35	8	6	92	0
215	ASV215	Bacteria	Bacteroidota	Bacteroidia	Bacteroidales	Rikenellaceae	Rikenellaceae RC9 gut group	NA	0	0	60	49	31	42	0	43	24	64	47	14	0	0	127	44	8	0	0	0	24	24	0	0
216	ASV216	Bacteria	Firmicutes	Clostridia	NA	NA	NA	NA	0	0	43	47	37	50	0	0	43	31	0	30	75	0	39	27	40	0	0	32	0	0	66	37
217	ASV217	Bacteria	Firmicutes	Clostridia	NA	NA	NA	NA	0	0	0	22	32	0	0	0	37	52	23	0	216	0	0	0	215	0	0	0	0	0	0	0
218	ASV218	Bacteria	Bacteroidota	Bacteroidia	Bacteroidales	NA	NA	NA	0	0	57	51	44	53	0	14	40	93	48	44	41	34	18	0	17	0	0	15	0	0	27	0
219	ASV219	Bacteria	Bacteroidota	Bacteroidia	Bacteroidales	NA	NA	NA	0	0	52	61	38	89	27	87	24	47	55	51	0	38	0	0	0	0	0	7	0	0	16	0
220	ASV220	Bacteria	Firmicutes	Clostridia	Oscillospirales	Oscillospiraceae	UCG-005	NA	0	0	0	28	36	51	27	0	0	0	0	0	144	0	156	57	93	0	0	0	0	0	0	0
221	ASV221	Bacteria	Firmicutes	Clostridia	Monoglobales	Monoglobaceae	Monoglobus	NA	0	0	26	24	25	64	0	0	16	36	39	0	102	32	0	0	132	0	0	68	0	0	15	0
222	ASV222	Bacteria	Actinobacteriota	Actinobacteria	Micrococcales	Micrococcaceae	NA	NA	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	579	0	0	0	0	0	0
223	ASV223	Bacteria	Firmicutes	Bacilli	Bacillales	NA	NA	NA	0	55	0	0	0	0	0	204	17	72	15	21	0	109	17	66	0	0	0	0	0	0	0	0
224	ASV224	Bacteria	Verrucomicrobiota	Verrucomicrobiae	Verrucomicrobiales	Akkermansiaceae	Akkermansia	NA	0	0	0	0	0	0	0	0	0	0	0	0	273	0	39	0	258	0	0	0	0	0	0	0
225	ASV225	Bacteria	Firmicutes	Clostridia	Oscillospirales	Ruminococcaceae	Ruminococcus	NA	569	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
226	ASV226	Bacteria	Firmicutes	Clostridia	Oscillospirales	Ruminococcaceae	Ruminococcus	NA	566	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
227	ASV227	Bacteria	Firmicutes	Clostridia	Oscillospirales	Oscillospiraceae	UCG-005	NA	0	0	61	69	0	30	30	35	0	0	0	81	39	0	0	0	83	0	0	0	0	0	45	93
228	ASV228	Bacteria	Firmicutes	Clostridia	Peptostreptococcales-Tissierellales	Anaerovoracaceae	Family XIII AD3011 group	NA	0	0	0	0	0	0	0	0	29	38	0	0	0	0	189	310	0	0	0	0	0	0	0	0
229	ASV229	Bacteria	Firmicutes	Clostridia	Clostridia UCG-014	NA	NA	NA	0	0	30	23	30	24	0	21	27	64	59	34	80	0	0	0	69	0	0	0	0	32	31	39
230	ASV230	Bacteria	Firmicutes	Clostridia	Monoglobales	Monoglobaceae	Monoglobus	NA	0	0	74	48	34	68	0	38	48	46	25	0	48	0	12	24	47	0	16	33	0	0	0	0
231	ASV231	Bacteria	Patescibacteria	Saccharimonadia	Saccharimonadales	Saccharimonadaceae	Candidatus Saccharimonas	NA	0	0	0	25	0	13	0	0	0	0	0	0	288	0	0	0	233	0	0	0	0	0	0	0
232	ASV232	Bacteria	Firmicutes	Clostridia	Oscillospirales	Oscillospiraceae	UCG-005	NA	0	43	122	102	26	57	0	0	0	0	37	34	58	0	0	0	75	0	0	0	0	0	0	0
233	ASV233	Bacteria	Firmicutes	Clostridia	Christensenellales	Christensenellaceae	Christensenellaceae R-7 group	NA	0	0	0	19	49	0	0	11	28	47	0	40	0	0	278	82	0	0	0	0	0	0	0	0
234	ASV234	Bacteria	Firmicutes	Clostridia	Oscillospirales	UCG-011	NA	NA	0	0	23	32	38	27	0	0	36	49	0	42	50	0	84	34	43	0	0	50	0	0	45	0
235	ASV235	Bacteria	Firmicutes	Clostridia	Oscillospirales	Oscillospiraceae	UCG-005	NA	0	0	83	39	44	50	0	0	34	66	0	0	0	23	38	47	0	0	0	92	0	0	37	0
236	ASV236	Bacteria	Firmicutes	Clostridia	Christensenellales	Christensenellaceae	Christensenellaceae R-7 group	NA	0	0	0	0	32	37	0	44	0	37	0	41	161	0	28	0	172	0	0	0	0	0	0	0
237	ASV237	Bacteria	Firmicutes	Clostridia	Oscillospirales	Oscillospiraceae	UCG-005	NA	0	0	40	21	29	26	10	134	4	9	100	21	0	26	21	6	0	0	0	87	0	0	12	0
238	ASV238	Bacteria	Firmicutes	Clostridia	NA	NA	NA	NA	0	0	53	37	81	0	0	0	78	73	26	49	55	0	0	0	60	0	0	33	0	0	0	0
239	ASV239	Bacteria	Firmicutes	Clostridia	Oscillospirales	Oscillospiraceae	NA	NA	0	0	62	64	6	11	0	0	3	7	65	18	97	45	18	0	112	0	0	15	0	0	22	0
240	ASV240	Bacteria	Bacteroidota	Bacteroidia	Bacteroidales	NA	NA	NA	0	0	27	25	0	50	13	27	27	156	32	38	17	27	18	0	35	5	0	30	0	0	11	0
241	ASV241	Bacteria	Firmicutes	Clostridia	Monoglobales	Monoglobaceae	Monoglobus	NA	0	0	34	32	46	41	0	0	66	31	112	0	50	0	14	0	60	0	0	24	0	0	23	0
242	ASV242	Bacteria	Firmicutes	Clostridia	Oscillospirales	Oscillospiraceae	UCG-005	NA	0	0	0	0	54	0	0	0	0	0	234	51	0	194	0	0	0	0	0	0	0	0	0	0
243	ASV243	Bacteria	Firmicutes	Clostridia	Lachnospirales	Lachnospiraceae	NA	NA	0	0	0	0	0	0	0	0	0	0	25	0	0	0	243	173	0	0	0	29	0	0	63	0
244	ASV244	Bacteria	Proteobacteria	Gammaproteobacteria	Burkholderiales	Comamonadaceae	NA	NA	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	506	7	0	8	12	0	0
245	ASV245	Bacteria	Firmicutes	Clostridia	Christensenellales	Christensenellaceae	Christensenellaceae R-7 group	NA	0	0	17	33	16	13	0	13	10	36	28	40	34	20	72	60	34	0	0	24	0	0	81	0
246	ASV246	Bacteria	Bacteroidota	Bacteroidia	Bacteroidales	Rikenellaceae	Rikenellaceae RC9 gut group	NA	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	530
247	ASV247	Bacteria	Firmicutes	Clostridia	Monoglobales	Monoglobaceae	Monoglobus	NA	0	0	94	96	49	27	0	0	0	0	0	46	0	0	67	33	0	0	0	0	0	0	117	0
248	ASV248	Bacteria	Proteobacteria	Gammaproteobacteria	Pseudomonadales	Pseudomonadaceae	Pseudomonas	NA	0	0	0	0	0	0	0	0	0	0	0	0	0	294	0	0	0	233	0	0	0	0	0	0
249	ASV249	Bacteria	Firmicutes	Clostridia	NA	NA	NA	NA	0	0	0	30	36	0	0	0	0	15	0	23	50	0	177	95	47	0	0	38	0	0	13	0
250	ASV250	Bacteria	Bacteroidota	Bacteroidia	Bacteroidales	Prevotellaceae	Alloprevotella	NA	0	0	0	20	40	0	0	270	43	14	53	0	0	25	48	10	0	0	0	0	0	0	0	0
251	ASV251	Bacteria	Verrucomicrobiota	Verrucomicrobiae	Verrucomicrobiales	Akkermansiaceae	Akkermansia	NA	0	0	0	0	0	0	0	523	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
252	ASV252	Bacteria	Bacteroidota	Bacteroidia	Bacteroidales	Bacteroidaceae	Bacteroides	NA	0	0	14	28	0	59	0	19	10	16	184	14	25	104	0	0	44	0	0	0	5	0	0	0
253	ASV253	Bacteria	Actinobacteriota	Actinobacteria	Micrococcales	Microbacteriaceae	NA	NA	0	13	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	84	192	0	106	125	0	0
254	ASV254	Bacteria	Firmicutes	Clostridia	Oscillospirales	Oscillospiraceae	UCG-005	NA	0	0	0	0	0	0	0	0	23	0	0	29	146	0	45	28	216	0	0	0	0	0	31	0
255	ASV255	Bacteria	Firmicutes	Clostridia	NA	NA	NA	NA	0	0	0	0	0	26	0	0	78	99	142	27	0	74	0	0	0	0	0	53	0	0	18	0
256	ASV256	Bacteria	Firmicutes	Clostridia	Lachnospirales	Lachnospiraceae	Lachnospiraceae NC2004 group	NA	0	0	16	23	24	30	20	53	0	15	0	100	0	0	32	32	0	0	10	135	14	0	12	0
257	ASV257	Bacteria	Firmicutes	Clostridia	Oscillospirales	[Eubacterium] coprostanoligenes group	NA	NA	0	0	0	65	49	93	0	2	0	0	61	46	53	0	0	0	36	0	0	0	0	0	0	105
258	ASV258	Bacteria	Firmicutes	Clostridia	NA	NA	NA	NA	0	0	40	46	30	29	40	37	0	0	33	48	37	0	0	0	83	0	0	47	0	0	0	38
259	ASV259	Bacteria	Bacteroidota	Bacteroidia	Bacteroidales	Prevotellaceae	NA	NA	0	0	0	0	0	165	0	341	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
260	ASV260	Bacteria	Bacteroidota	Bacteroidia	Bacteroidales	NA	NA	NA	0	0	48	52	21	15	32	17	18	44	31	40	0	28	33	0	8	18	0	62	0	20	18	0
261	ASV261	Bacteria	Firmicutes	Clostridia	Oscillospirales	Oscillospiraceae	UCG-005	NA	0	0	0	42	0	32	14	62	0	0	34	53	129	14	2	0	123	0	0	0	0	0	0	0
262	ASV262	Bacteria	Firmicutes	Bacilli	Bacillales	Bacillaceae	Bacillus	NA	0	0	0	0	0	0	0	0	29	150	0	0	0	326	0	0	0	0	0	0	0	0	0	0
263	ASV263	Bacteria	Bacteroidota	Bacteroidia	Bacteroidales	Rikenellaceae	dgA-11 gut group	NA	0	0	16	29	15	28	0	37	5	18	35	50	37	21	84	54	66	0	0	0	8	0	0	0
264	ASV264	Bacteria	Firmicutes	Clostridia	Lachnospirales	Lachnospiraceae	Lachnospiraceae FCS020 group	NA	0	0	30	51	27	41	0	19	0	0	0	25	25	0	75	0	26	0	0	65	0	0	25	92
265	ASV265	Bacteria	Firmicutes	Clostridia	Lachnospirales	Lachnospiraceae	NA	NA	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	20	36	0	69	0	376
266	ASV266	Bacteria	Firmicutes	Clostridia	Lachnospirales	Lachnospiraceae	NA	NA	0	0	78	82	91	145	0	0	36	0	0	65	0	0	0	0	0	0	0	0	0	0	0	0
267	ASV267	Bacteria	Firmicutes	Clostridia	Monoglobales	Monoglobaceae	Monoglobus	NA	0	0	0	0	0	0	0	0	0	0	54	0	33	0	236	131	39	0	0	0	0	0	0	0
268	ASV268	Bacteria	Firmicutes	Clostridia	NA	NA	NA	NA	0	0	49	57	70	71	0	0	67	66	0	73	0	0	0	0	0	0	0	38	0	0	0	0
269	ASV269	NA	NA	NA	NA	NA	NA	NA	0	0	49	47	27	34	0	20	13	31	39	26	90	0	0	0	86	4	0	0	0	0	21	0
270	ASV270	Bacteria	Firmicutes	Clostridia	Lachnospirales	Lachnospiraceae	NA	NA	0	0	28	39	50	38	0	0	9	24	19	30	77	15	0	14	47	0	22	34	0	0	40	0
